Business Type,Name,Rating,Review Count,Price Level,Category,Address,City,State,Phone,Yelp URL
hospitals,Chicago Express Doctors,4.20,72,0,Urgent Care,"Chicago, IL 60611",Chicago,Illinois,3129294492,https://www.yelp.com/biz/chicago-express-doctors-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Evanston Northwestern Hospital Interventional Cardiology,5.00,1,0,Medical Centers,"2650 Ridge Ave, Evanston, IL 60201",Evanston,Illinois,8475702250,https://www.yelp.com/biz/evanston-northwestern-hospital-interventional-cardiology-evanston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Tapestry 360 Health - Senn High School,5.00,1,0,Medical Centers,"5900 N Glenwood Ave, Chicago, IL 60660",Chicago,Illinois,7737511860,https://www.yelp.com/biz/tapestry-360-health-senn-high-school-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Amita Health Medical Group Heart & Vascular - Chicago,5.00,1,0,Hospitals,"2845 N Sheridan Rd, Ste 904, Chicago, IL 60657",Chicago,Illinois,7733262244,https://www.yelp.com/biz/amita-health-medical-group-heart-and-vascular-chicago-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Swedish Hospital Women's Health Center,5.00,1,0,Diagnostic Imaging,"5140 N California Ave, Fl 4, Chicago, IL 60625",Chicago,Illinois,7738786888,https://www.yelp.com/biz/swedish-hospital-womens-health-center-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Chicago Concierge Pediatrics,4.00,4,0,Pediatricians,"Chicago, IL 60622",Chicago,Illinois,3128152778,https://www.yelp.com/biz/chicago-concierge-pediatrics-chicago-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Suburban Cook County Tuberculosis District,4.50,2,0,Medical Centers,"7556 Jackson Blvd, Forest Park, IL 60130",Forest Park,Illinois,7083665000,https://www.yelp.com/biz/suburban-cook-county-tuberculosis-district-forest-park?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Children's Memorial Outpatient Center,3.40,5,0,Medical Centers,"2515 N Clark St, Chicago, IL 60614",Chicago,Illinois,Not Provided,https://www.yelp.com/biz/childrens-memorial-outpatient-center-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Edward-Elmhurst Health Center - Hinsdale,3.40,5,0,Hospitals,"8 Salt Creek Ln, Hinsdale, IL 60521",Hinsdale,Illinois,6305273200,https://www.yelp.com/biz/edward-elmhurst-health-center-hinsdale-hinsdale?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Loyola Medicine Elmwood Park,3.40,5,0,Medical Centers,"7255 W Grand Ave, Elmwood Park, IL 60707",Elmwood Park,Illinois,8885847888,https://www.yelp.com/biz/loyola-medicine-elmwood-park-elmwood-park?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,UChicago Medicine,3.40,11,0,Medical Centers,"14290 S La Grange Rd, Orland Park, IL 60462",Orland Park,Illinois,8888240200,https://www.yelp.com/biz/uchicago-medicine-orland-park-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Elmhurst Memorial Center For Health,3.30,23,0,Medical Centers,"1200 South York St, Elmhurst, IL 60126",Elmhurst,Illinois,6305273200,https://www.yelp.com/biz/elmhurst-memorial-center-for-health-elmhurst?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Northwestern Medicine Glenview Outpatient Center,3.30,25,0,Medical Centers,"2701 Patriot Blvd, Glenview, IL 60026",Glenview,Illinois,8475357157,https://www.yelp.com/biz/northwestern-medicine-glenview-outpatient-center-glenview?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Physicians Immediate Care,3.30,125,0,Urgent Care,"2077 N Clybourn Ave, Chicago, IL 60614",Chicago,Illinois,7738861500,https://www.yelp.com/biz/physicians-immediate-care-chicago-15?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Endeavor Health Outpatient Care Center - Kildeer,3.30,8,0,Hospitals,"21481 N Rand Rd, Kildeer, IL 60047",Kildeer,Illinois,8476189500,https://www.yelp.com/biz/northwest-community-healthcare-kildeer-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Mount Sinai Hospital,4.00,1,0,Hospitals,"1107 S Mannheim Rd, Westchester, IL 60154",Westchester,Illinois,7083440838,https://www.yelp.com/biz/mount-sinai-hospital-westchester?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,NorthShore Medical Group - Lincolnwood,3.00,13,0,Medical Centers,"6810 N McCormick Blvd, Lincolnwood, IL 60714",Lincolnwood,Illinois,8476638370,https://www.yelp.com/biz/northshore-medical-group-lincolnwood-lincolnwood?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Northwestern Medicine Immediate Care West Loop,3.00,20,0,Urgent Care,"171 N Aberdeen St, Chicago, IL 60607",Chicago,Illinois,3126942273,https://www.yelp.com/biz/northwestern-medicine-immediate-care-west-loop-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Physicians Immediate Care,2.90,107,0,Doctors,"825 S State St, Chicago, IL 60605",Chicago,Illinois,3125669510,https://www.yelp.com/biz/physicians-immediate-care-chicago-13?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Physicians Immediate Care,2.90,135,0,Urgent Care,"6140 N Broadway, Chicago, IL 60660",Chicago,Illinois,7734359028,https://www.yelp.com/biz/physicians-immediate-care-chicago-12?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Northwest Medical & Urgent Care Center,2.80,11,0,Physical Therapy,"5352 North Lincoln Ave, Chicago, IL 60625",Chicago,Illinois,7733535047,https://www.yelp.com/biz/northwest-medical-and-urgent-care-center-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,LaGrange Medical Center & Urgent Care,2.80,10,0,Physical Therapy,"6170 Joliet Rd, Countryside, IL 60525",Countryside,Illinois,7083520330,https://www.yelp.com/biz/lagrange-medical-center-and-urgent-care-countryside-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Dr. Pedro Dago,2.70,7,0,Psychiatrists,"446 E Ontario St, Ste 7-100, Chicago, IL 60611",Chicago,Illinois,3126958249,https://www.yelp.com/biz/dr-pedro-dago-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Northwestern Medicine Immediate Care - Evanston,2.60,14,0,Urgent Care,"1630 Sherman Ave, Ste 130, Evanston, IL 60201",Evanston,Illinois,3126942273,https://www.yelp.com/biz/northwestern-medicine-immediate-care-evanston-evanston?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Diamond Headache Clinic,2.60,108,0,Medical Centers,"1460 N Halsted St, Ste 501, Chicago, IL 60642",Chicago,Illinois,8004323224,https://www.yelp.com/biz/diamond-headache-clinic-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Endeavor Health - Highland Park Hospital,2.50,62,0,Hospitals,"777 Park Ave W, Highland Park, IL 60035",Highland Park,Illinois,8474328000,https://www.yelp.com/biz/endeavor-health-highland-park-hospital-highland-park-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Urgent Care,2.50,12,0,Hospitals,"2320 W Peterson Ave, Chicago, IL 60659",Chicago,Illinois,7735089300,https://www.yelp.com/biz/urgent-care-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Alexian Brothers Hospital Network,2.30,30,0,Hospitals,"800 Biesterfield Rd, Elk Grove Village, IL 60007",Elk Grove Village,Illinois,8474375500,https://www.yelp.com/biz/alexian-brothers-hospital-network-elk-grove-village?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Endeavor Health Immediate Care - Addison,2.20,34,0,Radiologists,"303 W Lake St, Ste 1, Addison, IL 60101",Addison,Illinois,6305273645,https://www.yelp.com/biz/endeavor-health-immediate-care-addison-addison?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,North Shore University Health System,2.70,3,0,Medical Centers,"5240 N Pulaski, Ste O, Chicago, IL 60630",Chicago,Illinois,Not Provided,https://www.yelp.com/biz/north-shore-university-health-system-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Advocate Medical Group -- Irving and Western,2.10,61,0,Medical Centers,"4025 N Western Ave, Chicago, IL 60618",Chicago,Illinois,7732757700,https://www.yelp.com/biz/advocate-medical-group-irving-and-western-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Mercy Medical,2.10,15,0,Hospitals,"5525 S Pulaski Rd, Chicago, IL 60629",Chicago,Illinois,3125677500,https://www.yelp.com/biz/mercy-medical-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Kindred Hospital Chicago North,2.10,16,0,Hospitals,"2544 West Montrose Ave, Chicago, IL 60618",Chicago,Illinois,7732672622,https://www.yelp.com/biz/kindred-hospital-chicago-north-chicago-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Silver Cross Emergency Care Center,2.00,21,0,Emergency Rooms,"12701 W 143rd St, Homer Glen, IL 60491",Homer Glen,Illinois,7083646004,https://www.yelp.com/biz/silver-cross-emergency-care-center-homer-glen?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Gottlieb Memorial Hospital,1.90,158,0,Doctors,"701 W North Ave, Melrose Park, IL 60160",Melrose Park,Illinois,8885847888,https://www.yelp.com/biz/gottlieb-memorial-hospital-melrose-park?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,MacNeal Hospital,1.90,118,0,Hospitals,"3249 S Oak Park Ave, Berwyn, IL 60402",Berwyn,Illinois,8885847888,https://www.yelp.com/biz/macneal-hospital-berwyn-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,University of Chicago Hospitals,1.90,62,0,Hospitals,"5841 S Maryland Ave, Chicago, IL 60637",Chicago,Illinois,7737021000,https://www.yelp.com/biz/university-of-chicago-hospitals-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,West Suburban Medical Center,1.80,110,0,Hospitals,"3 Erie Ct, Oak Park, IL 60302",Oak Park,Illinois,7083836200,https://www.yelp.com/biz/west-suburban-medical-center-oak-park?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Rush University Medical Center - Emergency Department,1.80,77,0,Medical Centers,"1653 W Congress Pkwy, Chicago, IL 60612",Chicago,Illinois,3129470100,https://www.yelp.com/biz/rush-university-medical-center-emergency-department-chicago-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Chicago Lakeshore Hospital,1.80,46,0,Hospitals,"4840 N Marine Dr, Chicago, IL 60640",Chicago,Illinois,7738789700,https://www.yelp.com/biz/chicago-lakeshore-hospital-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,AMITA Health Saints Mary and Elizabeth Medical Center Chicago,1.80,20,0,Hospitals,"1431 N Claremont Ave, Saint Elizabeth Campus, Chicago, IL 60622",Chicago,Illinois,7732782000,https://www.yelp.com/biz/amita-health-saints-mary-and-elizabeth-medical-center-chicago-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,UI Health Family Medicine Center at University Village,1.80,67,0,Family Practice,"720-722 W Maxwell St, Ste 235, Chicago, IL 60607",Chicago,Illinois,8666002273,https://www.yelp.com/biz/ui-health-family-medicine-center-at-university-village-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Franciscan Health - Hammond,1.80,14,0,Hospitals,"5454 S Hohman Ave, Hammond, IN 46320",Hammond,Illinois,2199322300,https://www.yelp.com/biz/franciscan-health-hammond-hammond?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,University of Illinois Hospital & Clinics,1.80,108,0,Emergency Rooms,"1740 W Taylor St, Chicago, IL 60612",Chicago,Illinois,8666002273,https://www.yelp.com/biz/university-of-illinois-hospital-and-clinics-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,NorthShore University HealthSystem Medical Group,1.70,7,0,Hospitals,"1000 Central St, Ste 800, Evanston, IL 60201",Evanston,Illinois,8477335707,https://www.yelp.com/biz/northshore-university-healthsystem-medical-group-evanston-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Nadler Robert MD,4.80,5,0,Doctors,"201 E Huron St, Chicago, IL 60611",Chicago,Illinois,3126958146,https://www.yelp.com/biz/nadler-robert-md-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,"Michael Shao, MD",4.80,9,0,Vascular Medicine,"5140 N California Ave, Ste 780, Chicago, IL 60625",Chicago,Illinois,7739893957,https://www.yelp.com/biz/michael-shao-md-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,"Thomas Klarquist, MD",4.50,21,0,Internal Medicine,"3000 N Halsted, Ste 509, Chicago, IL 60657",Chicago,Illinois,7732965090,https://www.yelp.com/biz/thomas-klarquist-md-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Mary Fry MD,4.50,8,0,Internal Medicine,"2800 N Sheridan Rd, Ste 309, Presence Health, Chicago, IL 60657",Chicago,Illinois,7732486913,https://www.yelp.com/biz/mary-fry-md-chicago-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,"Maria Reyes, MD",4.40,67,0,Internal Medicine,"1300 W Belmont Ave, Ste 100, Chicago, IL 60657",Chicago,Illinois,7739758900,https://www.yelp.com/biz/maria-reyes-md-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Klein & Slotten Medical Associates,4.40,33,0,Family Practice,"711 W North Ave, Ste 209, Chicago, IL 60610",Chicago,Illinois,3122800996,https://www.yelp.com/biz/klein-and-slotten-medical-associates-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Vasectomy Clinics of Chicago Arlington Heights,5.00,2,0,Medical Centers,"135 E Algonquin Rd, A2, Arlington Heights, IL 60005",Arlington Heights,Illinois,3125289068,https://www.yelp.com/biz/vasectomy-clinics-of-chicago-arlington-heights-arlington-heights?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,"Mukesh C Jain, MD",4.20,11,0,Cardiologists,"111 N Wabash Ave, Ste 1416, Chicago, IL 60602",Chicago,Illinois,3127269518,https://www.yelp.com/biz/mukesh-c-jain-md-chicago-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,One Medical: The Loop,4.10,84,0,Doctors,"230 W Monroe St, Ste 100, Chicago, IL 60606",Chicago,Illinois,8338235560,https://www.yelp.com/biz/one-medical-chicago-8?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Passport Health - River North Travel Clinic,4.00,19,0,Medical Centers,"730 N Franklin St, Ste 602, Chicago, IL 60654",Chicago,Illinois,3126416228,https://www.yelp.com/biz/passport-health-river-north-travel-clinic-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Old Irving Park Community Clinic,5.00,1,0,Medical Centers,"5425 W Addison, Chicago, IL 60641",Chicago,Illinois,7734270298,https://www.yelp.com/biz/old-irving-park-community-clinic-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Lurie Children's Immediate Care in Lincoln Park,5.00,1,0,Urgent Care,"2515 N Clark St, 8th Floor, Suite 801, Chicago, IL 60614",Chicago,Illinois,8005437362,https://www.yelp.com/biz/lurie-childrens-immediate-care-in-lincoln-park-chicago-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,"David Rosania, MD",3.90,7,0,Psychiatrists,"Chicago, IL 60657",Chicago,Illinois,Not Provided,https://www.yelp.com/biz/david-rosania-md-chicago-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,MinuteClinic at CVS,4.50,2,0,Walk-in Clinics,"1154 S Clark St, Target, CHICAGO, IL 60605",CHICAGO,Illinois,3122126301,https://www.yelp.com/biz/minuteclinic-at-cvs-chicago-2?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Northwestern Medicine Department of Ophthalmology,4.00,4,0,Ophthalmologists,"259 E Erie St, Ste 1520, Chicago, IL 60611",Chicago,Illinois,3129262000,https://www.yelp.com/biz/northwestern-medicine-department-of-ophthalmology-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Downers Grove OB/GYN,3.60,19,0,Obstetricians & Gynecologists,"1121 Warren Ave, Ste 200, Downers Grove, IL 60515",Downers Grove,Illinois,6305417788,https://www.yelp.com/biz/downers-grove-ob-gyn-downers-grove?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Advanced Women's Health of Chicago,3.60,33,0,Obstetricians & Gynecologists,"3000 N Halsted St, Ste 720, Chicago, IL 60657",Chicago,Illinois,7732816333,https://www.yelp.com/biz/advanced-womens-health-of-chicago-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Rush Oak Brook,3.60,9,0,Medical Centers,"2011 York Rd, Oak Brook, IL 60523",Oak Brook,Illinois,6307241300,https://www.yelp.com/biz/rush-oak-brook-oak-brook?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Oakton Health Center,3.30,12,0,Medical Centers,"4860 Oakton St, Skokie, IL 60077",Skokie,Illinois,8473290470,https://www.yelp.com/biz/oakton-health-center-skokie?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Women's Health Specialists,3.20,32,0,Obstetricians & Gynecologists,"1875 Dempster St, Ste 245, Park Ridge, IL 60068",Park Ridge,Illinois,8476929234,https://www.yelp.com/biz/womens-health-specialists-park-ridge?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Northwestern Medicine Immediate Care South Loop,3.20,13,0,Family Practice,"1135 S Delano Ct, Ste B201, Chicago, IL 60605",Chicago,Illinois,3126942273,https://www.yelp.com/biz/northwestern-medicine-immediate-care-south-loop-chicago-3?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,"David H Garelick, MD",3.10,13,0,Orthopedists,"2923 N California Ave, Ste 300, Illinois Bone and Joint Institute, Chicago, IL 60618",Chicago,Illinois,7737779900,https://www.yelp.com/biz/david-h-garelick-md-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Northwestern Medicine Immediate Care - Glenview,3.00,16,0,Urgent Care,"2701 Patriot Blvd, Glenview, IL 60026",Glenview,Illinois,8474752273,https://www.yelp.com/biz/northwestern-medicine-immediate-care-glenview-glenview?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,"Zabrin Inan, MD",3.00,7,0,Psychiatrists,"233 East Erie St, Ste 600, Chicago, IL 60611",Chicago,Illinois,3122861785,https://www.yelp.com/biz/zabrin-inan-md-chicago?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Loyola University Medical Center,2.90,8,0,Medical Centers,"9525 S Roberts Rd, Hickory Hills, IL 60457",Hickory Hills,Illinois,7082335333,https://www.yelp.com/biz/loyola-university-medical-center-hickory-hills?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
hospitals,Northwestern Medicine Deerfield,2.70,18,0,Urgent Care,"350 S Waukegan Rd, Ste 150, Deerfield, IL 60015",Deerfield,Illinois,3126942330,https://www.yelp.com/biz/northwestern-medicine-deerfield-deerfield?adjust_creative=vnotTLeq2GfzY8S-e_vIQA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=vnotTLeq2GfzY8S-e_vIQA
